,_id,iterationName,eventType,finalCount,gameID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trialNum,sectionTrial,cardinality,base,target,response,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,writingTime,initTime,endTime,gender,age,comments,understood,totalLength,distracted,distractedGame,failedGame,failedOutlier,complete,nonsenseGame
4338,62101342e670ba66f0c1d8d3,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.66,66.0,22.0,2.0,2.0,4,he,he,1.0,0.0,{},1645220674810.0,1645220674810.0,786.0,786.0,284,502.0,1645220576374.0,1645220675596.0,,,,,,False,False,False,False,True,False
4339,62101342e670ba66f0c1d8d4,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.18,18.0,6.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220671667.0,1645220671667.0,2218.0,2218.0,1541,677.0,1645220640676.0,1645220673885.0,,,,,,False,False,False,False,True,False
4340,62101344e670ba66f0c1d8d5,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.69,69.0,23.0,3.0,3.0,4,nu,nu,1.0,0.0,{},1645220676599.0,1645220676599.0,1113.0,1113.0,298,815.0,1645220576374.0,1645220677712.0,,,,,,False,False,False,False,True,False
4342,62101345e670ba66f0c1d8d7,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.06,6.0,2.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220674138.0,1645220674138.0,3245.0,3245.0,1932,1313.0,1645220648043.0,1645220677383.0,,,,,,False,False,False,False,True,False
4343,62101346e670ba66f0c1d8d8,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.72,72.0,24.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1645220678718.0,1645220678718.0,840.0,840.0,299,541.0,1645220576374.0,1645220679558.0,,,,,,False,False,False,False,True,False
4344,62101346e670ba66f0c1d8d9,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.21,21.0,7.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220674902.0,1645220674902.0,3095.0,3095.0,1036,2059.0,1645220640676.0,1645220677997.0,,,,,,False,False,False,False,True,False
4346,62101347e670ba66f0c1d8db,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0,0.0,1.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220667403.0,1645220667403.0,11849.0,11849.0,7318,4531.0,1645220662737.0,1645220679252.0,,,,,,False,False,False,False,True,False
4347,62101349e670ba66f0c1d8dc,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.75,75.0,25.0,5.0,5.0,4,ko-ti,koti,1.0,0.0,{},1645220680561.0,1645220680561.0,2063.0,2063.0,319,1744.0,1645220576374.0,1645220682624.0,,,,,,False,False,False,False,True,False
4348,62101349e670ba66f0c1d8dd,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.09,9.0,3.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220678386.0,1645220678386.0,2939.0,2939.0,1730,1209.0,1645220648043.0,1645220681325.0,,,,,,False,False,False,False,True,False
4349,6210134ae670ba66f0c1d8de,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.24,24.0,8.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220679023.0,1645220679023.0,2599.0,2599.0,1234,1365.0,1645220640676.0,1645220681622.0,,,,,,False,False,False,False,True,False
4351,6210134de670ba66f0c1d8e0,run1,tutorial,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.24,24.0,9.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220682638.0,1645220682638.0,1999.0,1999.0,1281,718.0,1645220640676.0,1645220684638.0,,,,,,False,False,False,False,True,False
4352,6210134de670ba66f0c1d8e1,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.12,12.0,4.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220682329.0,1645220682329.0,2790.0,2790.0,1818,972.0,1645220648043.0,1645220685119.0,,,,,,False,False,False,False,True,False
4354,6210134ee670ba66f0c1d8e3,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.78,78.0,26.0,6.0,6.0,4,ko-he,kohe,1.0,0.0,{},1645220683627.0,1645220683627.0,4293.0,4293.0,786,3507.0,1645220576374.0,1645220687920.0,,,,,,False,False,False,False,True,False
4355,6210134fe670ba66f0c1d8e4,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.27,27.0,9.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220685653.0,1645220685653.0,1471.0,1471.0,833,638.0,1645220640676.0,1645220687124.0,,,,,,False,False,False,False,True,False
4356,62101350e670ba66f0c1d8e5,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.03,3.0,1.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220680255.0,1645220680255.0,7293.0,7293.0,4375,2918.0,1645220662737.0,1645220687548.0,,,,,,False,False,False,False,True,False
4358,62101353e670ba66f0c1d8e7,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.3,30.0,10.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220688139.0,1645220688139.0,2323.0,2323.0,1662,661.0,1645220640676.0,1645220690462.0,,,,,,False,False,False,False,True,False
4359,62101354e670ba66f0c1d8e8,run1,tutorial,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.78,78.0,27.0,7.0,7.0,4,ko-nu,konu,1.0,0.0,{},1645220688926.0,1645220688926.0,4302.0,4302.0,2376,1926.0,1645220576374.0,1645220693228.0,,,,,,False,False,False,False,True,False
4360,62101355e670ba66f0c1d8e9,run1,tutorial,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.12,12.0,5.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220686123.0,1645220686123.0,7233.0,7233.0,6105,1128.0,1645220648043.0,1645220693356.0,,,,,,False,False,False,False,True,False
4361,62101356e670ba66f0c1d8ea,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.33,33.0,11.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220691477.0,1645220691477.0,2336.0,2336.0,1340,996.0,1645220640676.0,1645220693813.0,,,,,,False,False,False,False,True,False
4362,62101357e670ba66f0c1d8eb,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.81,81.0,27.0,7.0,7.0,4,ko-nu,konu,1.0,0.0,{},1645220694231.0,1645220694231.0,2273.0,2273.0,529,1744.0,1645220576374.0,1645220696504.0,,,,,,False,False,False,False,True,False
4364,62101359e670ba66f0c1d8ed,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.15,15.0,5.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220694360.0,1645220694360.0,2374.0,2374.0,1002,1372.0,1645220648043.0,1645220696734.0,,,,,,False,False,False,False,True,False
4365,62101359e670ba66f0c1d8ee,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.36,36.0,12.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220694828.0,1645220694828.0,2266.0,2266.0,916,1350.0,1645220640676.0,1645220697094.0,,,,,,False,False,False,False,True,False
4366,6210135ae670ba66f0c1d8ef,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.84,84.0,28.0,1.0,1.0,4,ti,ti,1.0,0.0,{},1645220697509.0,1645220697509.0,1927.0,1927.0,1126,801.0,1645220576374.0,1645220699436.0,,,,,,False,False,False,False,True,False
4368,6210135be670ba66f0c1d8f1,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.03,3.0,2.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220688551.0,1645220688551.0,10373.0,10373.0,5214,5159.0,1645220662737.0,1645220698924.0,,,,,,False,False,False,False,True,False
4369,6210135ce670ba66f0c1d8f2,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.87,87.0,29.0,2.0,2.0,4,he,he,1.0,0.0,{},1645220700443.0,1645220700443.0,883.0,883.0,404,479.0,1645220576374.0,1645220701326.0,,,,,,False,False,False,False,True,False
4370,6210135ce670ba66f0c1d8f3,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.39,39.0,13.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220698109.0,1645220698109.0,2096.0,2096.0,1410,686.0,1645220640676.0,1645220700205.0,,,,,,False,False,False,False,True,False
4371,6210135de670ba66f0c1d8f4,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.18,18.0,6.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220697738.0,1645220697738.0,3077.0,3077.0,1523,1554.0,1645220648043.0,1645220700815.0,,,,,,False,False,False,False,True,False
4373,6210135ee670ba66f0c1d8f6,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.9,90.0,30.0,3.0,3.0,4,nu,nu,1.0,0.0,{},1645220702332.0,1645220702332.0,990.0,990.0,326,664.0,1645220576374.0,1645220703322.0,,,,,,False,False,False,False,True,False
4375,6210135fe670ba66f0c1d8f8,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.93,93.0,31.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1645220704327.0,1645220704327.0,819.0,819.0,303,516.0,1645220576374.0,1645220705146.0,,,,,,False,False,False,False,True,False
4376,62101360e670ba66f0c1d8f9,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.06,6.0,2.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220699927.0,1645220699927.0,3573.0,3573.0,2230,1343.0,1645220662737.0,1645220703500.0,,,,,,False,False,False,False,True,False
4377,62101360e670ba66f0c1d8fa,run1,tutorial,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.39,39.0,14.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220701254.0,1645220701254.0,2512.0,2512.0,1175,1337.0,1645220640676.0,1645220703766.0,,,,,,False,False,False,False,True,False
4378,62101360e670ba66f0c1d8fb,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.21,21.0,7.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220701819.0,1645220701819.0,2380.0,2380.0,1222,1158.0,1645220648043.0,1645220704199.0,,,,,,False,False,False,False,True,False
4380,62101362e670ba66f0c1d8fd,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.96,96.0,32.0,5.0,5.0,4,ko-ti,koti,1.0,0.0,{},1645220706153.0,1645220706153.0,1961.0,1961.0,574,1387.0,1645220576374.0,1645220708114.0,,,,,,False,False,False,False,True,False
4381,62101363e670ba66f0c1d8fe,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.24,24.0,8.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220705217.0,1645220705217.0,2167.0,2167.0,1084,1083.0,1645220648043.0,1645220707384.0,,,,,,False,False,False,False,True,False
4382,62101364e670ba66f0c1d8ff,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.42,42.0,14.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220704773.0,1645220704773.0,2505.0,2505.0,1248,1257.0,1645220640676.0,1645220707278.0,,,,,,False,False,False,False,True,False
4383,62101364e670ba66f0c1d900,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.09,9.0,3.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220704503.0,1645220704503.0,3589.0,3589.0,2261,1328.0,1645220662737.0,1645220708092.0,,,,,,False,False,False,False,True,False
4384,62101366e670ba66f0c1d901,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$0.99,99.0,33.0,6.0,6.0,4,ko-he,kohe,1.0,0.0,{},1645220709116.0,1645220709116.0,2047.0,2047.0,352,1695.0,1645220576374.0,1645220711163.0,,,,,,False,False,False,False,True,False
4386,62101366e670ba66f0c1d903,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.45,45.0,15.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220708321.0,1645220708321.0,1684.0,1684.0,1045,639.0,1645220640676.0,1645220710005.0,,,,,,False,False,False,False,True,False
4387,62101368e670ba66f0c1d904,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.02,102.0,34.0,7.0,7.0,4,ko-nu,konu,1.0,0.0,{},1645220712167.0,1645220712167.0,1960.0,1960.0,354,1606.0,1645220576374.0,1645220714127.0,,,,,,False,False,False,False,True,False
4388,62101369e670ba66f0c1d905,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.48,48.0,16.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220711016.0,1645220711016.0,1389.0,1389.0,749,640.0,1645220640676.0,1645220712405.0,,,,,,False,False,False,False,True,False
4389,62101369e670ba66f0c1d906,run1,tutorial,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.24,24.0,9.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220708390.0,1645220708390.0,4575.0,4575.0,3789,786.0,1645220648043.0,1645220712965.0,,,,,,False,False,False,False,True,False
4390,62101369e670ba66f0c1d907,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.12,12.0,4.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220709094.0,1645220709094.0,3814.0,3814.0,2033,1781.0,1645220662737.0,1645220712908.0,,,,,,False,False,False,False,True,False
4392,6210136ce670ba66f0c1d909,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.27,27.0,9.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220713969.0,1645220713969.0,1515.0,1515.0,593,922.0,1645220648043.0,1645220715484.0,,,,,,False,False,False,False,True,False
4393,6210136ce670ba66f0c1d90a,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.51,51.0,17.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220713416.0,1645220713416.0,2767.0,2767.0,1448,1319.0,1645220640676.0,1645220716183.0,,,,,,False,False,False,False,True,False
4394,6210136fe670ba66f0c1d90b,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.54,54.0,18.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220717198.0,1645220717198.0,1584.0,1584.0,753,831.0,1645220640676.0,1645220718782.0,,,,,,False,False,False,False,True,False
4395,62101370e670ba66f0c1d90c,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.3,30.0,10.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220716488.0,1645220716488.0,3181.0,3181.0,2105,1076.0,1645220648043.0,1645220719669.0,,,,,,False,False,False,False,True,False
4397,62101372e670ba66f0c1d90e,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.57,57.0,19.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220719795.0,1645220719795.0,1986.0,1986.0,802,1184.0,1645220640676.0,1645220721781.0,,,,,,False,False,False,False,True,False
4398,62101372e670ba66f0c1d90f,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.12,12.0,5.0,3.0,3.0,4,hu,hu,1.0,0.0,{},1645220713910.0,1645220713910.0,8398.0,8398.0,3185,5213.0,1645220662737.0,1645220722308.0,,,,,,False,False,False,False,True,False
4399,62101372e670ba66f0c1d910,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.33,33.0,11.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220720672.0,1645220720672.0,1767.0,1767.0,829,938.0,1645220648043.0,1645220722439.0,,,,,,False,False,False,False,True,False
4401,62101375e670ba66f0c1d912,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.36,36.0,12.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220723442.0,1645220723442.0,1800.0,1800.0,762,1038.0,1645220648043.0,1645220725242.0,,,,,,False,False,False,False,True,False
4403,62101376e670ba66f0c1d914,run1,tutorial,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.57,57.0,20.0,6.0,6.0,2,si-he,sihe,1.0,0.0,{},1645220722796.0,1645220722796.0,3338.0,3338.0,1219,2119.0,1645220640676.0,1645220726134.0,,,,,,False,False,False,False,True,False
4404,62101377e670ba66f0c1d915,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.15,15.0,5.0,3.0,3.0,4,hu,hu,1.0,0.0,{},1645220723310.0,1645220723310.0,3374.0,3374.0,2101,1273.0,1645220662737.0,1645220726684.0,,,,,,False,False,False,False,True,False
4405,62101378e670ba66f0c1d916,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.39,39.0,13.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220726245.0,1645220726245.0,1570.0,1570.0,703,867.0,1645220648043.0,1645220727815.0,,,,,,False,False,False,False,True,False
4407,6210137ae670ba66f0c1d918,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.6,60.0,20.0,6.0,6.0,2,si-he,sihe,1.0,0.0,{},1645220727149.0,1645220727149.0,2251.0,2251.0,717,1534.0,1645220640676.0,1645220729400.0,,,,,,False,False,False,False,True,False
4409,6210137be670ba66f0c1d91a,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.18,18.0,6.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220727686.0,1645220727686.0,3270.0,3270.0,1888,1382.0,1645220662737.0,1645220730956.0,,,,,,False,False,False,False,True,False
4410,6210137de670ba66f0c1d91b,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.63,63.0,21.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220730418.0,1645220730418.0,1910.0,1910.0,1237,673.0,1645220640676.0,1645220732328.0,,,,,,False,False,False,False,True,False
4412,62101380e670ba66f0c1d91d,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.66,66.0,22.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220733344.0,1645220733344.0,1960.0,1960.0,1144,816.0,1645220640676.0,1645220735304.0,,,,,,False,False,False,False,True,False
4413,62101380e670ba66f0c1d91e,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.21,21.0,7.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220731958.0,1645220731958.0,3990.0,3990.0,1910,2080.0,1645220662737.0,1645220735948.0,,,,,,False,False,False,False,True,False
4415,62101384e670ba66f0c1d920,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.69,69.0,23.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220736361.0,1645220736361.0,2918.0,2918.0,1767,1151.0,1645220640676.0,1645220739279.0,,,,,,False,False,False,False,True,False
4416,62101384e670ba66f0c1d921,run1,tutorial,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.39,39.0,14.0,5.0,5.0,4,se-to,seto,1.0,0.0,{},1645220728819.0,1645220728819.0,11277.0,11277.0,3146,8131.0,1645220648043.0,1645220740096.0,,,,,,False,False,False,False,True,False
4417,62101385e670ba66f0c1d922,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.24,24.0,8.0,3.0,3.0,4,hu,hu,1.0,0.0,{},1645220736951.0,1645220736951.0,3509.0,3509.0,2146,1363.0,1645220662737.0,1645220740460.0,,,,,,False,False,False,False,True,False
4419,62101387e670ba66f0c1d924,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.72,72.0,24.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220740312.0,1645220740312.0,2263.0,2264.0,1586,678.0,1645220640676.0,1645220742576.0,,,,,,False,False,False,False,True,False
4420,62101388e670ba66f0c1d925,run1,tutorial,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.02,102.0,35.0,8.0,8.0,4,he-ko,heko,1.0,0.0,{},1645220715133.0,1645220715133.0,30188.0,30188.0,29022,1166.0,1645220576374.0,1645220745321.0,,,,,,False,False,False,False,True,False
4422,6210138ae670ba66f0c1d927,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.75,75.0,25.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220743591.0,1645220743591.0,2337.0,2337.0,1026,1311.0,1645220640676.0,1645220745928.0,,,,,,False,False,False,False,True,False
4423,6210138ae670ba66f0c1d928,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.05,105.0,35.0,8.0,8.0,4,he-ko,heko,1.0,0.0,{},1645220746324.0,1645220746324.0,1749.0,1749.0,583,1166.0,1645220576374.0,1645220748073.0,,,,,,False,False,False,False,True,False
4424,6210138be670ba66f0c1d929,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.42,42.0,14.0,5.0,5.0,4,se-to,seto,1.0,0.0,{},1645220741101.0,1645220741101.0,5734.0,5734.0,4181,1553.0,1645220648043.0,1645220746835.0,,,,,,False,False,False,False,True,False
4425,6210138de670ba66f0c1d92a,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.24,24.0,9.0,4.0,4.0,4,no,no,1.0,0.0,{},1645220741463.0,1645220741463.0,6989.0,6989.0,4399,2590.0,1645220662737.0,1645220748452.0,,,,,,False,False,False,False,True,False
4426,6210138de670ba66f0c1d92b,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.08,108.0,36.0,1.0,1.0,4,ti,ti,1.0,0.0,{},1645220749076.0,1645220749076.0,1432.0,1432.0,676,756.0,1645220576374.0,1645220750508.0,,,,,,False,False,False,False,True,False
4428,6210138ee670ba66f0c1d92d,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.78,78.0,26.0,6.0,6.0,2,si-he,sihe,1.0,0.0,{},1645220746941.0,1645220746941.0,3259.0,3259.0,1711,1548.0,1645220640676.0,1645220750200.0,,,,,,False,False,False,False,True,False
4429,6210138fe670ba66f0c1d92e,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.11,111.0,37.0,2.0,2.0,4,he,he,1.0,0.0,{},1645220751514.0,1645220751514.0,850.0,850.0,349,501.0,1645220576374.0,1645220752364.0,,,,,,False,False,False,False,True,False
4430,62101390e670ba66f0c1d92f,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.45,45.0,15.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220747839.0,1645220747839.0,3952.0,3952.0,2178,1774.0,1645220648043.0,1645220751791.0,,,,,,False,False,False,False,True,False
4432,62101391e670ba66f0c1d931,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.14,114.0,38.0,3.0,3.0,4,nu,nu,1.0,0.0,{},1645220753370.0,1645220753370.0,1585.0,1585.0,486,1099.0,1645220576374.0,1645220754955.0,,,,,,False,False,False,False,True,False
4433,62101391e670ba66f0c1d932,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.27,27.0,9.0,4.0,4.0,4,no,no,1.0,0.0,{},1645220749455.0,1645220749455.0,3853.0,3853.0,1866,1987.0,1645220662737.0,1645220753308.0,,,,,,False,False,False,False,True,False
